# KAGGLE_VLLM_SNAPSHOT BEFORE_MEASURED
# capture_status captured
# HELP python_gc_objects_collected_total Objects collected during gc
# TYPE python_gc_objects_collected_total counter
# TYPE vllm:num_preemptions_created gauge
vllm:num_preemptions_created{engine="0",model_name="llama32_3b"} 1.788973640939958e+09
# HELP vllm:prompt_tokens_total Number of prefill tokens processed.
# TYPE vllm:prompt_tokens_total counter
vllm:prompt_tokens_total{engine="0",model_name="llama32_3b"} 128.0
# HELP vllm:prompt_tokens_created Number of prefill tokens processed.
# TYPE vllm:prompt_tokens_created gauge
vllm:prompt_tokens_created{engine="0",model_name="llama32_3b"} 1.788973640939972e+09
# HELP vllm:prompt_tokens_by_source_total Number of prompt tokens by source.
# TYPE vllm:prompt_tokens_by_source_total counter
vllm:prompt_tokens_by_source_total{engine="0",model_name="llama32_3b",source="local_compute"} 128.0
vllm:prompt_tokens_by_source_total{engine="0",model_name="llama32_3b",source="local_cache_hit"} 0.0
vllm:prompt_tokens_by_source_total{engine="0",model_name="llama32_3b",source="external_kv_transfer"} 0.0
# HELP vllm:prompt_tokens_by_source_created Number of prompt tokens by source.
# TYPE vllm:prompt_tokens_by_source_created gauge
vllm:prompt_tokens_by_source_created{engine="0",model_name="llama32_3b",source="local_compute"} 1.7889736409399912e+09
vllm:prompt_tokens_by_source_created{engine="0",model_name="llama32_3b",source="local_cache_hit"} 1.7889736409399981e+09
vllm:prompt_tokens_by_source_created{engine="0",model_name="llama32_3b",source="external_kv_transfer"} 1.7889736409400063e+09
# HELP vllm:prompt_tokens_cached_total Number of cached prompt tokens (local + external).
# TYPE vllm:prompt_tokens_cached_total counter
vllm:prompt_tokens_cached_total{engine="0",model_name="llama32_3b"} 0.0
# HELP vllm:prompt_tokens_cached_created Number of cached prompt tokens (local + external).
# TYPE vllm:prompt_tokens_cached_created gauge
vllm:prompt_tokens_cached_created{engine="0",model_name="llama32_3b"} 1.7889736409400203e+09
# HELP vllm:prompt_tokens_recomputed_total Number of cached tokens recomputed for forward pass.
# TYPE vllm:prompt_tokens_recomputed_total counter
vllm:prompt_tokens_recomputed_total{engine="0",model_name="llama32_3b"} 0.0
# HELP vllm:prompt_tokens_recomputed_created Number of cached tokens recomputed for forward pass.
# TYPE vllm:prompt_tokens_recomputed_created gauge
vllm:prompt_tokens_recomputed_created{engine="0",model_name="llama32_3b"} 1.7889736409400349e+09
# HELP vllm:generation_tokens_total Number of generation tokens processed.
# TYPE vllm:generation_tokens_total counter
vllm:generation_tokens_total{engine="0",model_name="llama32_3b"} 64.0
# HELP vllm:generation_tokens_created Number of generation tokens processed.
# TYPE vllm:generation_tokens_created gauge
vllm:generation_tokens_created{engine="0",model_name="llama32_3b"} 1.7889736409400513e+09
# HELP vllm:request_success_total Count of successfully processed requests.
# TYPE vllm:request_success_total counter
vllm:request_success_total{engine="0",finished_reason="stop",model_name="llama32_3b"} 0.0
vllm:request_success_total{engine="0",finished_reason="length",model_name="llama32_3b"} 1.0
vllm:request_success_total{engine="0",finished_reason="abort",model_name="llama32_3b"} 0.0
vllm:request_success_total{engine="0",finished_reason="error",model_name="llama32_3b"} 0.0
vllm:request_success_total{engine="0",finished_reason="repetition",model_name="llama32_3b"} 0.0
# HELP vllm:request_success_created Count of successfully processed requests.
# TYPE vllm:request_success_created gauge
vllm:request_success_created{engine="0",finished_reason="stop",model_name="llama32_3b"} 1.7889736409400818e+09
vllm:request_success_created{engine="0",finished_reason="length",model_name="llama32_3b"} 1.788973640940102e+09
vllm:request_success_created{engine="0",finished_reason="abort",model_name="llama32_3b"} 1.7889736409401097e+09
vllm:request_success_created{engine="0",finished_reason="error",model_name="llama32_3b"} 1.7889736409401162e+09
vllm:request_success_created{engine="0",finished_reason="repetition",model_name="llama32_3b"} 1.788973640940126e+09
# HELP vllm:request_prompt_tokens Number of prefill tokens processed.
# TYPE vllm:request_prompt_tokens histogram
vllm:request_prompt_tokens_bucket{engine="0",le="1.0",model_name="llama32_3b"} 0.0
vllm:request_prompt_tokens_bucket{engine="0",le="2.0",model_name="llama32_3b"} 0.0
vllm:request_prompt_tokens_bucket{engine="0",le="5.0",model_name="llama32_3b"} 0.0
vllm:request_prompt_tokens_bucket{engine="0",le="10.0",model_name="llama32_3b"} 0.0
vllm:request_prompt_tokens_bucket{engine="0",le="20.0",model_name="llama32_3b"} 0.0
vllm:request_prompt_tokens_bucket{engine="0",le="50.0",model_name="llama32_3b"} 0.0
vllm:request_prompt_tokens_bucket{engine="0",le="100.0",model_name="llama32_3b"} 0.0
vllm:request_prompt_tokens_bucket{engine="0",le="200.0",model_name="llama32_3b"} 1.0
vllm:request_prompt_tokens_bucket{engine="0",le="500.0",model_name="llama32_3b"} 1.0
vllm:request_prompt_tokens_bucket{engine="0",le="1000.0",model_name="llama32_3b"} 1.0
vllm:request_prompt_tokens_bucket{engine="0",le="2000.0",model_name="llama32_3b"} 1.0
vllm:request_prompt_tokens_bucket{engine="0",le="+Inf",model_name="llama32_3b"} 1.0
vllm:request_prompt_tokens_count{engine="0",model_name="llama32_3b"} 1.0
vllm:request_prompt_tokens_sum{engine="0",model_name="llama32_3b"} 128.0
# HELP vllm:request_prompt_tokens_created Number of prefill tokens processed.
# TYPE vllm:request_prompt_tokens_created gauge
vllm:request_prompt_tokens_created{engine="0",model_name="llama32_3b"} 1.7889736409401743e+09
# HELP vllm:request_generation_tokens Number of generation tokens processed.
# TYPE vllm:request_generation_tokens histogram
vllm:request_generation_tokens_bucket{engine="0",le="1.0",model_name="llama32_3b"} 0.0
vllm:request_generation_tokens_bucket{engine="0",le="2.0",model_name="llama32_3b"} 0.0
vllm:request_generation_tokens_bucket{engine="0",le="5.0",model_name="llama32_3b"} 0.0
vllm:request_generation_tokens_bucket{engine="0",le="10.0",model_name="llama32_3b"} 0.0
vllm:request_generation_tokens_bucket{engine="0",le="20.0",model_name="llama32_3b"} 0.0
vllm:request_generation_tokens_bucket{engine="0",le="50.0",model_name="llama32_3b"} 0.0
vllm:request_generation_tokens_bucket{engine="0",le="100.0",model_name="llama32_3b"} 1.0
vllm:request_generation_tokens_bucket{engine="0",le="200.0",model_name="llama32_3b"} 1.0
vllm:request_generation_tokens_bucket{engine="0",le="500.0",model_name="llama32_3b"} 1.0
vllm:request_generation_tokens_bucket{engine="0",le="1000.0",model_name="llama32_3b"} 1.0
vllm:request_generation_tokens_bucket{engine="0",le="2000.0",model_name="llama32_3b"} 1.0
vllm:request_generation_tokens_bucket{engine="0",le="+Inf",model_name="llama32_3b"} 1.0
vllm:request_generation_tokens_count{engine="0",model_name="llama32_3b"} 1.0
vllm:request_generation_tokens_sum{engine="0",model_name="llama32_3b"} 64.0
# HELP vllm:request_generation_tokens_created Number of generation tokens processed.
# TYPE vllm:request_generation_tokens_created gauge
vllm:request_generation_tokens_created{engine="0",model_name="llama32_3b"} 1.7889736409402792e+09
# HELP vllm:iteration_tokens_total Histogram of number of tokens per engine_step.
# TYPE vllm:iteration_tokens_total histogram
vllm:iteration_tokens_total_bucket{engine="0",le="1.0",model_name="llama32_3b"} 63.0
vllm:iteration_tokens_total_bucket{engine="0",le="8.0",model_name="llama32_3b"} 63.0
vllm:iteration_tokens_total_bucket{engine="0",le="16.0",model_name="llama32_3b"} 63.0
vllm:iteration_tokens_total_bucket{engine="0",le="32.0",model_name="llama32_3b"} 63.0
vllm:iteration_tokens_total_bucket{engine="0",le="64.0",model_name="llama32_3b"} 63.0
vllm:iteration_tokens_total_bucket{engine="0",le="128.0",model_name="llama32_3b"} 63.0
vllm:iteration_tokens_total_bucket{engine="0",le="256.0",model_name="llama32_3b"} 64.0
vllm:iteration_tokens_total_bucket{engine="0",le="512.0",model_name="llama32_3b"} 64.0
vllm:iteration_tokens_total_bucket{engine="0",le="1024.0",model_name="llama32_3b"} 64.0
vllm:iteration_tokens_total_bucket{engine="0",le="2048.0",model_name="llama32_3b"} 64.0
vllm:iteration_tokens_total_bucket{engine="0",le="4096.0",model_name="llama32_3b"} 64.0
vllm:iteration_tokens_total_bucket{engine="0",le="8192.0",model_name="llama32_3b"} 64.0
vllm:iteration_tokens_total_bucket{engine="0",le="16384.0",model_name="llama32_3b"} 64.0
vllm:iteration_tokens_total_bucket{engine="0",le="+Inf",model_name="llama32_3b"} 64.0
vllm:iteration_tokens_total_count{engine="0",model_name="llama32_3b"} 64.0
vllm:iteration_tokens_total_sum{engine="0",model_name="llama32_3b"} 192.0
# HELP vllm:iteration_tokens_total_created Histogram of number of tokens per engine_step.
# TYPE vllm:iteration_tokens_total_created gauge
vllm:iteration_tokens_total_created{engine="0",model_name="llama32_3b"} 1.788973640940318e+09
# HELP vllm:request_max_num_generation_tokens Histogram of maximum number of requested generation tokens.
# TYPE vllm:request_max_num_generation_tokens histogram
vllm:request_max_num_generation_tokens_bucket{engine="0",le="1.0",model_name="llama32_3b"} 0.0
vllm:request_max_num_generation_tokens_bucket{engine="0",le="2.0",model_name="llama32_3b"} 0.0
vllm:request_max_num_generation_tokens_bucket{engine="0",le="5.0",model_name="llama32_3b"} 0.0
vllm:request_max_num_generation_tokens_bucket{engine="0",le="10.0",model_name="llama32_3b"} 0.0
vllm:request_max_num_generation_tokens_bucket{engine="0",le="20.0",model_name="llama32_3b"} 0.0
vllm:request_max_num_generation_tokens_bucket{engine="0",le="50.0",model_name="llama32_3b"} 0.0
vllm:request_max_num_generation_tokens_bucket{engine="0",le="100.0",model_name="llama32_3b"} 1.0
vllm:request_max_num_generation_tokens_bucket{engine="0",le="200.0",model_name="llama32_3b"} 1.0
vllm:request_max_num_generation_tokens_bucket{engine="0",le="500.0",model_name="llama32_3b"} 1.0
vllm:request_max_num_generation_tokens_bucket{engine="0",le="1000.0",model_name="llama32_3b"} 1.0
vllm:request_max_num_generation_tokens_bucket{engine="0",le="2000.0",model_name="llama32_3b"} 1.0
vllm:request_max_num_generation_tokens_bucket{engine="0",le="+Inf",model_name="llama32_3b"} 1.0
vllm:request_max_num_generation_tokens_count{engine="0",model_name="llama32_3b"} 1.0
vllm:request_max_num_generation_tokens_sum{engine="0",model_name="llama32_3b"} 64.0
# HELP vllm:request_max_num_generation_tokens_created Histogram of maximum number of requested generation tokens.
# TYPE vllm:request_max_num_generation_tokens_created gauge
vllm:request_max_num_generation_tokens_created{engine="0",model_name="llama32_3b"} 1.788973640940375e+09
# HELP vllm:request_params_n Histogram of the n request parameter.
# TYPE vllm:request_params_n histogram
vllm:request_params_n_bucket{engine="0",le="1.0",model_name="llama32_3b"} 1.0
vllm:request_params_n_bucket{engine="0",le="2.0",model_name="llama32_3b"} 1.0
vllm:request_params_n_bucket{engine="0",le="5.0",model_name="llama32_3b"} 1.0
vllm:request_params_n_bucket{engine="0",le="10.0",model_name="llama32_3b"} 1.0
vllm:request_params_n_bucket{engine="0",le="20.0",model_name="llama32_3b"} 1.0
vllm:request_params_n_bucket{engine="0",le="+Inf",model_name="llama32_3b"} 1.0
vllm:request_params_n_count{engine="0",model_name="llama32_3b"} 1.0
vllm:request_params_n_sum{engine="0",model_name="llama32_3b"} 1.0
# HELP vllm:request_params_n_created Histogram of the n request parameter.
# TYPE vllm:request_params_n_created gauge
vllm:request_params_n_created{engine="0",model_name="llama32_3b"} 1.7889736409404106e+09
# HELP vllm:request_params_max_tokens Histogram of the max_tokens request parameter.
# TYPE vllm:request_params_max_tokens histogram
vllm:request_params_max_tokens_bucket{engine="0",le="1.0",model_name="llama32_3b"} 0.0
vllm:request_params_max_tokens_bucket{engine="0",le="2.0",model_name="llama32_3b"} 0.0
vllm:request_params_max_tokens_bucket{engine="0",le="5.0",model_name="llama32_3b"} 0.0
vllm:request_params_max_tokens_bucket{engine="0",le="10.0",model_name="llama32_3b"} 0.0
vllm:request_params_max_tokens_bucket{engine="0",le="20.0",model_name="llama32_3b"} 0.0
vllm:request_params_max_tokens_bucket{engine="0",le="50.0",model_name="llama32_3b"} 0.0
vllm:request_params_max_tokens_bucket{engine="0",le="100.0",model_name="llama32_3b"} 1.0
vllm:request_params_max_tokens_bucket{engine="0",le="200.0",model_name="llama32_3b"} 1.0
vllm:request_params_max_tokens_bucket{engine="0",le="500.0",model_name="llama32_3b"} 1.0
vllm:request_params_max_tokens_bucket{engine="0",le="1000.0",model_name="llama32_3b"} 1.0
vllm:request_params_max_tokens_bucket{engine="0",le="2000.0",model_name="llama32_3b"} 1.0
vllm:request_params_max_tokens_bucket{engine="0",le="+Inf",model_name="llama32_3b"} 1.0
vllm:request_params_max_tokens_count{engine="0",model_name="llama32_3b"} 1.0
vllm:request_params_max_tokens_sum{engine="0",model_name="llama32_3b"} 64.0
# HELP vllm:request_params_max_tokens_created Histogram of the max_tokens request parameter.
# TYPE vllm:request_params_max_tokens_created gauge
vllm:request_params_max_tokens_created{engine="0",model_name="llama32_3b"} 1.788973640940444e+09
# HELP vllm:time_to_first_token_seconds Histogram of time to first token in seconds.
# TYPE vllm:time_to_first_token_seconds histogram
vllm:time_to_first_token_seconds_bucket{engine="0",le="0.001",model_name="llama32_3b"} 0.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="0.005",model_name="llama32_3b"} 0.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="0.01",model_name="llama32_3b"} 0.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="0.02",model_name="llama32_3b"} 0.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="0.04",model_name="llama32_3b"} 0.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="0.06",model_name="llama32_3b"} 0.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="0.08",model_name="llama32_3b"} 0.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="0.1",model_name="llama32_3b"} 0.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="0.25",model_name="llama32_3b"} 0.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="0.5",model_name="llama32_3b"} 0.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="0.75",model_name="llama32_3b"} 0.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="1.0",model_name="llama32_3b"} 0.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="2.5",model_name="llama32_3b"} 0.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="5.0",model_name="llama32_3b"} 1.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="7.5",model_name="llama32_3b"} 1.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="10.0",model_name="llama32_3b"} 1.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="20.0",model_name="llama32_3b"} 1.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="40.0",model_name="llama32_3b"} 1.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="80.0",model_name="llama32_3b"} 1.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="160.0",model_name="llama32_3b"} 1.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="640.0",model_name="llama32_3b"} 1.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="2560.0",model_name="llama32_3b"} 1.0
vllm:time_to_first_token_seconds_bucket{engine="0",le="+Inf",model_name="llama32_3b"} 1.0
vllm:time_to_first_token_seconds_count{engine="0",model_name="llama32_3b"} 1.0
vllm:time_to_first_token_seconds_sum{engine="0",model_name="llama32_3b"} 2.99731707572937
# HELP vllm:time_to_first_token_seconds_created Histogram of time to first token in seconds.
# TYPE vllm:time_to_first_token_seconds_created gauge
vllm:time_to_first_token_seconds_created{engine="0",model_name="llama32_3b"} 1.7889736409404876e+09
# HELP vllm:inter_token_latency_seconds Histogram of inter-token latency in seconds.
# TYPE vllm:inter_token_latency_seconds histogram
vllm:inter_token_latency_seconds_bucket{engine="0",le="0.01",model_name="llama32_3b"} 0.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="0.025",model_name="llama32_3b"} 8.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="0.05",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="0.075",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="0.1",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="0.15",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="0.2",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="0.3",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="0.4",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="0.5",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="0.75",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="1.0",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="2.5",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="5.0",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="7.5",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="10.0",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="20.0",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="40.0",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="80.0",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_bucket{engine="0",le="+Inf",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_count{engine="0",model_name="llama32_3b"} 63.0
vllm:inter_token_latency_seconds_sum{engine="0",model_name="llama32_3b"} 1.709858125999972
# HELP vllm:inter_token_latency_seconds_created Histogram of inter-token latency in seconds.
# TYPE vllm:inter_token_latency_seconds_created gauge
vllm:inter_token_latency_seconds_created{engine="0",model_name="llama32_3b"} 1.788973640940546e+09
# HELP vllm:request_time_per_output_token_seconds Histogram of time_per_output_token_seconds per request.
# TYPE vllm:request_time_per_output_token_seconds histogram
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="0.01",model_name="llama32_3b"} 0.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="0.025",model_name="llama32_3b"} 0.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="0.05",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="0.075",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="0.1",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="0.15",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="0.2",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="0.3",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="0.4",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="0.5",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="0.75",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="1.0",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="2.5",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="5.0",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="7.5",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="10.0",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="20.0",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="40.0",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="80.0",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_bucket{engine="0",le="+Inf",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_count{engine="0",model_name="llama32_3b"} 1.0
vllm:request_time_per_output_token_seconds_sum{engine="0",model_name="llama32_3b"} 0.02714060517460273
# HELP vllm:request_time_per_output_token_seconds_created Histogram of time_per_output_token_seconds per request.
# TYPE vllm:request_time_per_output_token_seconds_created gauge
vllm:request_time_per_output_token_seconds_created{engine="0",model_name="llama32_3b"} 1.788973640940594e+09
# HELP vllm:e2e_request_latency_seconds Histogram of e2e request latency in seconds.
# TYPE vllm:e2e_request_latency_seconds histogram
